HEART RATE DATE/TIME,VALUE,,,,,,,,,
  2:35:50 PM,88,,,,,,,,,
  2:36:00 PM,87,,,,,,,,,
  2:36:15 PM,87,,,,,,,,,
  2:36:30 PM,87,,,,,,,,,
  2:36:35 PM,86,,,,,,,,,
  2:36:40 PM,88,,,,,,,,,
  2:36:55 PM,88,,,,,,,,,
  2:37:05 PM,87,,,,,,,,,
  2:37:10 PM,88,,,,,,,,,
  2:37:15 PM,87,,,,,,,,,
  2:37:20 PM,85,,,,,,,,,
  2:37:25 PM,86,,,,,,,,,
  2:37:30 PM,86,,,,,,,,,
  2:37:35 PM,85,,,,,,,,,
  2:37:40 PM,86,,,,,,,,,
  2:37:45 PM,87,,,,,,,,,
  2:37:50 PM,85,,,,,,,,,
  2:37:55 PM,86,,,,,,,,,
  2:38:05 PM,86,,,,,,,,,
  2:38:15 PM,87,,,,,,,,,
  2:38:30 PM,87,,,,,,,,,
  2:38:40 PM,86,,,,,,,,,
  2:38:55 PM,86,,,,,,,,,
  2:39:10 PM,85,,,,,,,,,
  2:39:25 PM,85,,,,,,,,,
  2:39:40 PM,83,,,,,,,,,
  2:39:55 PM,83,,,,,,,,,
  2:40:05 PM,82,,,,,,,,,
  2:40:20 PM,82,,,,,,,,,
  2:40:35 PM,82,,,,,,,,,
  2:40:50 PM,82,,,,,,,,,
  2:41:05 PM,83,,,,,,,,,
  2:41:10 PM,83,,,,,,,,,
  2:41:25 PM,83,,,,,,,,,
  2:41:30 PM,82,,,,,,,,,
  2:41:40 PM,81,,,,,,,,,
  2:41:55 PM,81,,,,,,,,,
  2:42:05 PM,82,,,,,,,,,
  2:42:10 PM,83,,,,,,,,,
  2:42:25 PM,83,,,,,,,,,
  2:42:30 PM,83,,,,,,,,,
  2:42:45 PM,83,,,,,,,,,
  2:43:00 PM,83,,,,,,,,,
  2:43:15 PM,83,,,,,,,,,
  2:43:20 PM,84,,,,,,,,,
  2:43:30 PM,82,,,,,,,,,
  2:43:40 PM,80,,,,,,,,,
  2:43:55 PM,80,,,,,,,,,
  2:44:00 PM,81,,,,,,,,,
  2:44:15 PM,81,,,,,,,,,
  2:44:20 PM,82,,,,,,,,,
  2:44:35 PM,82,,,,,,,,,
  2:44:40 PM,82,,,,,,,,,
  2:44:50 PM,79,,,,,,,,,
  2:44:55 PM,81,,,,,,,,,
  2:45:00 PM,82,,,,,,,,,
  2:45:05 PM,83,,,,,,,,,
  2:45:10 PM,82,,,,,,,,,
  2:45:25 PM,82,,,,,,,,,
  2:45:30 PM,82,,,,,,,,,
  2:45:45 PM,82,,,,,,,,,
  2:45:50 PM,80,,,,,,,,,
  2:45:55 PM,79,,,,,,,,,
  2:46:00 PM,78,,,,,,,,,
  2:46:05 PM,76,,,,,,,,,
  2:46:10 PM,75,,,,,,,,,
  2:46:20 PM,75,,,,,,,,,
  2:46:25 PM,76,,,,,,,,,
  2:46:30 PM,76,,,,,,,,,
  2:46:35 PM,76,,,,,,,,,
  2:46:50 PM,76,,,,,,,,,
  2:47:00 PM,77,,,,,,,,,
  2:47:15 PM,77,,,,,,,,,
  2:47:30 PM,77,,,,,,,,,
  2:47:45 PM,77,,,,,,,,,
  2:47:50 PM,76,,,,,,,,,
  2:48:05 PM,76,,,,,,,,,
  2:48:20 PM,76,,,,,,,,,
  2:48:30 PM,77,,,,,,,,,
  2:48:45 PM,77,,,,,,,,,
  2:49:00 PM,80,,,,,,,,,
  2:49:15 PM,80,,,,,,,,,
  2:49:30 PM,94,,,,,,,,,
  2:49:35 PM,95,,,,,,,,,
  2:49:50 PM,93,,,,,,,,,
  2:50:00 PM,91,,,,,,,,,
  2:50:10 PM,90,,,,,,,,,
  2:50:20 PM,91,,,,,,,,,
  2:50:30 PM,95,,,,,,,,,
  2:50:45 PM,94,,,,,,,,,
  2:50:55 PM,93,,,,,,,,,
  2:51:00 PM,93,,,,,,,,,
  2:51:15 PM,93,,,,,,,,,
  2:51:30 PM,93,,,,,,,,,
  2:51:40 PM,94,,,,,,,,,
  2:51:45 PM,93,,,,,,,,,
  2:51:50 PM,92,,,,,,,,,
  2:52:00 PM,92,,,,,,,,,
  2:52:03 PM,92,,,,,,,,,
  2:52:06 PM,92,,,,,,,,,
  2:52:08 PM,93,,,,,,,,,
  2:52:10 PM,94,,,,,,,,,
  2:52:13 PM,94,,,,,,,,,
  2:52:16 PM,94,,,,,,,,,
  2:52:19 PM,94,,,,,,,,,
  2:52:20 PM,96,,,,,,,,,
  2:52:23 PM,96,,,,,,,,,
  2:52:26 PM,96,,,,,,,,,
  2:52:29 PM,96,,,,,,,,,
  2:52:30 PM,91,,,,,,,,,
  2:52:33 PM,91,,,,,,,,,
  2:52:36 PM,91,,,,,,,,,
  2:52:39 PM,91,,,,,,,,,
  2:52:40 PM,90,,,,,,,,,
  2:52:43 PM,90,,,,,,,,,
  2:52:44 PM,91,,,,,,,,,
  2:52:47 PM,91,,,,,,,,,
  2:52:48 PM,90,,,,,,,,,
  2:52:51 PM,90,,,,,,,,,
  2:52:54 PM,90,,,,,,,,,
  2:52:57 PM,90,,,,,,,,,
  2:53:00 PM,90,,,,,,,,,
  2:53:03 PM,90,,,,,,,,,
  2:53:05 PM,89,,,,,,,,,
  2:53:06 PM,89,,,,,,,,,
  2:53:09 PM,89,,,,,,,,,
  2:53:10 PM,88,,,,,,,,,
  2:53:13 PM,88,,,,,,,,,
  2:53:16 PM,88,,,,,,,,,
  2:53:19 PM,88,,,,,,,,,
  2:53:20 PM,90,,,,,,,,,
  2:53:23 PM,90,,,,,,,,,
  2:53:26 PM,90,,,,,,,,,
  2:53:28 PM,93,,,,,,,,,
  2:53:29 PM,93,,,,,,,,,
  2:53:32 PM,93,,,,,,,,,
  2:53:35 PM,93,,,,,,,,,
  2:53:38 PM,93,,,,,,,,,
  2:53:41 PM,93,,,,,,,,,
  2:53:42 PM,94,,,,,,,,,
  2:53:44 PM,95,,,,,,,,,
  2:53:46 PM,96,,,,,,,,,
  2:53:49 PM,96,,,,,,,,,
  2:53:52 PM,96,,,,,,,,,
  2:53:55 PM,96,,,,,,,,,
  2:53:58 PM,96,,,,,,,,,
  2:54:00 PM,95,,,,,,,,,
  2:54:03 PM,95,,,,,,,,,
  2:54:06 PM,95,,,,,,,,,
  2:54:09 PM,95,,,,,,,,,
  2:54:10 PM,95,,,,,,,,,
  2:54:20 PM,95,,,,,,,,,
  2:54:23 PM,95,,,,,,,,,
  2:54:26 PM,95,,,,,,,,,
  2:54:29 PM,95,,,,,,,,,
  2:54:30 PM,93,,,,,,,,,
  2:54:33 PM,93,,,,,,,,,
  2:54:36 PM,93,,,,,,,,,
  2:54:37 PM,91,,,,,,,,,
  2:54:40 PM,91,,,,,,,,,
  2:54:43 PM,91,,,,,,,,,
  2:54:46 PM,91,,,,,,,,,
  2:54:49 PM,91,,,,,,,,,
  2:54:50 PM,92,,,,,,,,,
  2:54:53 PM,92,,,,,,,,,
  2:54:56 PM,92,,,,,,,,,
  2:54:59 PM,92,,,,,,,,,
  2:55:00 PM,93,,,,,,,,,
  2:55:03 PM,93,,,,,,,,,
  2:55:06 PM,93,,,,,,,,,
  2:55:09 PM,93,,,,,,,,,
  2:55:10 PM,92,,,,,,,,,
  2:55:13 PM,92,,,,,,,,,
  2:55:16 PM,92,,,,,,,,,
  2:55:19 PM,92,,,,,,,,,
  2:55:20 PM,92,,,,,,,,,
  2:55:23 PM,92,,,,,,,,,
  2:55:26 PM,92,,,,,,,,,
  2:55:30 PM,94,,,,,,,,,
  2:55:33 PM,94,,,,,,,,,
  2:55:36 PM,94,,,,,,,,,
  2:55:39 PM,94,,,,,,,,,
  2:55:40 PM,94,,,,,,,,,
  2:55:43 PM,94,,,,,,,,,
  2:55:46 PM,94,,,,,,,,,
  2:55:49 PM,94,,,,,,,,,
  2:55:50 PM,97,,,,,,,,,
  2:55:53 PM,97,,,,,,,,,
  2:55:56 PM,97,,,,,,,,,
  2:55:59 PM,97,,,,,,,,,
  2:56:00 PM,98,,,,,,,,,
  2:56:03 PM,98,,,,,,,,,
  2:56:06 PM,98,,,,,,,,,
  2:56:09 PM,98,,,,,,,,,
  2:56:12 PM,98,,,,,,,,,
  2:56:15 PM,98,,,,,,,,,
  2:56:18 PM,98,,,,,,,,,
  2:56:21 PM,98,,,,,,,,,
  2:56:24 PM,98,,,,,,,,,
  2:56:27 PM,98,,,,,,,,,
  2:56:30 PM,98,,,,,,,,,
  2:56:33 PM,98,,,,,,,,,
  2:56:36 PM,98,,,,,,,,,
  2:56:39 PM,98,,,,,,,,,
  2:56:42 PM,98,,,,,,,,,
  2:56:50 PM,98,,,,,,,,,
  2:56:53 PM,98,,,,,,,,,
  2:56:56 PM,98,,,,,,,,,
  2:56:59 PM,98,,,,,,,,,
  2:57:02 PM,98,,,,,,,,,
  2:57:05 PM,98,,,,,,,,,
  2:57:08 PM,98,,,,,,,,,
  2:57:11 PM,98,,,,,,,,,
  2:57:14 PM,98,,,,,,,,,
  2:57:17 PM,98,,,,,,,,,
  2:57:20 PM,97,,,,,,,,,
  2:57:23 PM,97,,,,,,,,,
  2:57:26 PM,97,,,,,,,,,
  2:57:29 PM,97,,,,,,,,,
  2:57:30 PM,97,,,,,,,,,
  2:57:33 PM,97,,,,,,,,,
  2:57:36 PM,97,,,,,,,,,
  2:57:39 PM,97,,,,,,,,,
  2:57:40 PM,98,,,,,,,,,
  2:57:43 PM,98,,,,,,,,,
  2:57:46 PM,98,,,,,,,,,
  2:57:49 PM,98,,,,,,,,,
  2:57:50 PM,100,,,,,,,,,
  2:57:53 PM,100,,,,,,,,,
  2:57:56 PM,100,,,,,,,,,
  2:57:59 PM,100,,,,,,,,,
  2:58:00 PM,98,,,,,,,,,
  2:58:10 PM,98,,,,,,,,,
  2:58:13 PM,98,,,,,,,,,
  2:58:16 PM,98,,,,,,,,,
  2:58:19 PM,98,,,,,,,,,
  2:58:20 PM,93,,,,,,,,,
  2:58:23 PM,93,,,,,,,,,
  2:58:26 PM,93,,,,,,,,,
  2:58:29 PM,93,,,,,,,,,
  2:58:30 PM,94,,,,,,,,,
  2:58:33 PM,94,,,,,,,,,
  2:58:36 PM,94,,,,,,,,,
  2:58:39 PM,94,,,,,,,,,
  2:58:40 PM,97,,,,,,,,,
  2:58:43 PM,97,,,,,,,,,
  2:58:46 PM,97,,,,,,,,,
  2:58:49 PM,97,,,,,,,,,
  2:58:50 PM,99,,,,,,,,,
  2:58:53 PM,99,,,,,,,,,
  2:58:56 PM,99,,,,,,,,,
  2:58:59 PM,99,,,,,,,,,
  2:59:02 PM,99,,,,,,,,,
  2:59:05 PM,99,,,,,,,,,
  2:59:08 PM,99,,,,,,,,,
  2:59:10 PM,96,,,,,,,,,
  2:59:13 PM,96,,,,,,,,,
  2:59:16 PM,96,,,,,,,,,
  2:59:19 PM,96,,,,,,,,,
  2:59:20 PM,96,,,,,,,,,
  2:59:23 PM,96,,,,,,,,,
  2:59:26 PM,96,,,,,,,,,
  2:59:29 PM,96,,,,,,,,,
  2:59:30 PM,97,,,,,,,,,
  2:59:33 PM,97,,,,,,,,,
  2:59:36 PM,97,,,,,,,,,
  2:59:39 PM,97,,,,,,,,,
  2:59:40 PM,98,,,,,,,,,
  2:59:43 PM,98,,,,,,,,,
  2:59:46 PM,98,,,,,,,,,
  2:59:49 PM,98,,,,,,,,,
  2:59:50 PM,99,,,,,,,,,
  2:59:53 PM,99,,,,,,,,,
  2:59:56 PM,99,,,,,,,,,
  2:59:59 PM,99,,,,,,,,,
  3:00:00 PM,95,,,,,,,,,
  3:00:03 PM,95,,,,,,,,,
  3:00:06 PM,95,,,,,,,,,
  3:00:09 PM,95,,,,,,,,,
  3:00:10 PM,92,,,,,,,,,
  3:00:13 PM,92,,,,,,,,,
  3:00:16 PM,92,,,,,,,,,
  3:00:19 PM,92,,,,,,,,,
  3:00:20 PM,88,,,,,,,,,
  3:00:23 PM,88,,,,,,,,,
  3:00:26 PM,88,,,,,,,,,
  3:00:30 PM,88,,,,,,,,,
  3:00:33 PM,88,,,,,,,,,
  3:00:36 PM,88,,,,,,,,,
  3:00:39 PM,88,,,,,,,,,
  3:00:40 PM,88,,,,,,,,,
  3:00:43 PM,88,,,,,,,,,
  3:00:46 PM,88,,,,,,,,,
  3:00:49 PM,88,,,,,,,,,
  3:00:50 PM,86,,,,,,,,,
  3:00:53 PM,86,,,,,,,,,
  3:00:56 PM,86,,,,,,,,,
  3:00:59 PM,86,,,,,,,,,
  3:01:00 PM,84,,,,,,,,,
  3:01:03 PM,84,,,,,,,,,
  3:01:06 PM,84,,,,,,,,,
  3:01:09 PM,84,,,,,,,,,
  3:01:10 PM,87,,,,,,,,,
  3:01:13 PM,87,,,,,,,,,
  3:01:16 PM,87,,,,,,,,,
  3:01:19 PM,87,,,,,,,,,
  3:01:20 PM,87,,,,,,,,,
  3:01:23 PM,87,,,,,,,,,
  3:01:26 PM,87,,,,,,,,,
  3:01:29 PM,87,,,,,,,,,
  3:01:30 PM,94,,,,,,,,,
  3:01:33 PM,94,,,,,,,,,
  3:01:36 PM,94,,,,,,,,,
  3:01:40 PM,94,,,,,,,,,
  3:01:43 PM,94,,,,,,,,,
  3:01:46 PM,94,,,,,,,,,
  3:01:49 PM,94,,,,,,,,,
  3:01:50 PM,96,,,,,,,,,
  3:01:53 PM,96,,,,,,,,,
  3:01:56 PM,96,,,,,,,,,
  3:01:59 PM,96,,,,,,,,,
  3:02:00 PM,94,,,,,,,,,
  3:02:03 PM,94,,,,,,,,,
  3:02:06 PM,94,,,,,,,,,
  3:02:09 PM,94,,,,,,,,,
  3:02:12 PM,94,,,,,,,,,
  3:02:15 PM,94,,,,,,,,,
  3:02:18 PM,94,,,,,,,,,
  3:02:20 PM,93,,,,,,,,,
  3:02:23 PM,93,,,,,,,,,
  3:02:26 PM,93,,,,,,,,,
  3:02:29 PM,93,,,,,,,,,
  3:02:30 PM,96,,,,,,,,,
  3:02:33 PM,96,,,,,,,,,
  3:02:36 PM,96,,,,,,,,,
  3:02:37 PM,97,,,,,,,,,
  3:02:40 PM,97,,,,,,,,,
  3:02:43 PM,97,,,,,,,,,
  3:02:45 PM,98,,,,,,,,,
  3:02:48 PM,98,,,,,,,,,
  3:02:50 PM,98,,,,,,,,,
  3:02:53 PM,98,,,,,,,,,
  3:02:56 PM,98,,,,,,,,,
  3:02:59 PM,98,,,,,,,,,
  3:03:00 PM,99,,,,,,,,,
  3:03:03 PM,99,,,,,,,,,
  3:03:06 PM,99,,,,,,,,,
  3:03:09 PM,99,,,,,,,,,
  3:03:10 PM,94,,,,,,,,,
  3:03:13 PM,94,,,,,,,,,
  3:03:16 PM,94,,,,,,,,,
  3:03:19 PM,94,,,,,,,,,
  3:03:20 PM,91,,,,,,,,,
  3:03:23 PM,91,,,,,,,,,
  3:03:26 PM,91,,,,,,,,,
  3:03:29 PM,91,,,,,,,,,
  3:03:30 PM,89,,,,,,,,,
  3:03:33 PM,89,,,,,,,,,
  3:03:36 PM,89,,,,,,,,,
  3:03:39 PM,89,,,,,,,,,
  3:03:40 PM,88,,,,,,,,,
  3:03:43 PM,88,,,,,,,,,
  3:03:46 PM,88,,,,,,,,,
  3:03:49 PM,88,,,,,,,,,
  3:03:50 PM,89,,,,,,,,,
  3:03:53 PM,89,,,,,,,,,
  3:03:56 PM,89,,,,,,,,,
  3:04:00 PM,87,,,,,,,,,
  3:04:03 PM,87,,,,,,,,,
  3:04:06 PM,87,,,,,,,,,
  3:04:09 PM,87,,,,,,,,,
  3:04:10 PM,88,,,,,,,,,
  3:04:13 PM,88,,,,,,,,,
  3:04:16 PM,88,,,,,,,,,
  3:04:19 PM,88,,,,,,,,,
  3:04:20 PM,86,,,,,,,,,
  3:04:23 PM,86,,,,,,,,,
  3:04:26 PM,86,,,,,,,,,
  3:04:29 PM,86,,,,,,,,,
  3:04:30 PM,83,,,,,,,,,
  3:04:33 PM,83,,,,,,,,,
  3:04:36 PM,83,,,,,,,,,
  3:04:39 PM,83,,,,,,,,,
  3:04:40 PM,84,,,,,,,,,
  3:04:43 PM,84,,,,,,,,,
  3:04:46 PM,84,,,,,,,,,
  3:04:49 PM,84,,,,,,,,,
  3:04:50 PM,88,,,,,,,,,
  3:04:53 PM,88,,,,,,,,,
  3:04:56 PM,88,,,,,,,,,
  3:04:59 PM,88,,,,,,,,,
  3:05:00 PM,91,,,,,,,,,
  3:05:03 PM,91,,,,,,,,,
  3:05:06 PM,91,,,,,,,,,
  3:05:10 PM,92,,,,,,,,,
  3:05:13 PM,92,,,,,,,,,
  3:05:16 PM,92,,,,,,,,,
  3:05:19 PM,92,,,,,,,,,
  3:05:20 PM,95,,,,,,,,,
  3:05:23 PM,95,,,,,,,,,
  3:05:26 PM,95,,,,,,,,,
  3:05:29 PM,95,,,,,,,,,
  3:05:30 PM,93,,,,,,,,,
  3:05:31 PM,94,,,,,,,,,
  3:05:32 PM,94,,,,,,,,,
  3:05:35 PM,94,,,,,,,,,
  3:05:38 PM,94,,,,,,,,,
  3:05:40 PM,95,,,,,,,,,
  3:05:43 PM,95,,,,,,,,,
  3:05:46 PM,95,,,,,,,,,
  3:05:49 PM,95,,,,,,,,,
  3:05:50 PM,94,,,,,,,,,
  3:05:53 PM,94,,,,,,,,,
  3:05:56 PM,94,,,,,,,,,
  3:05:59 PM,94,,,,,,,,,
  3:06:00 PM,93,,,,,,,,,
  3:06:03 PM,93,,,,,,,,,
  3:06:06 PM,93,,,,,,,,,
  3:06:09 PM,93,,,,,,,,,
  3:06:12 PM,93,,,,,,,,,
  3:06:15 PM,93,,,,,,,,,
  3:06:20 PM,90,,,,,,,,,
  3:06:23 PM,90,,,,,,,,,
  3:06:24 PM,90,,,,,,,,,
  3:06:27 PM,90,,,,,,,,,
  3:06:30 PM,91,,,,,,,,,
  3:06:33 PM,91,,,,,,,,,
  3:06:36 PM,91,,,,,,,,,
  3:06:39 PM,91,,,,,,,,,
  3:06:40 PM,90,,,,,,,,,
  3:06:43 PM,90,,,,,,,,,
  3:06:46 PM,90,,,,,,,,,
  3:06:49 PM,90,,,,,,,,,
  3:06:50 PM,89,,,,,,,,,
  3:06:53 PM,89,,,,,,,,,
  3:06:56 PM,89,,,,,,,,,
  3:06:59 PM,89,,,,,,,,,
  3:07:01 PM,89,,,,,,,,,
  3:07:02 PM,90,,,,,,,,,
  3:07:05 PM,90,,,,,,,,,
  3:07:08 PM,90,,,,,,,,,
  3:07:10 PM,91,,,,,,,,,
  3:07:13 PM,91,,,,,,,,,
  3:07:16 PM,91,,,,,,,,,
  3:07:19 PM,91,,,,,,,,,
  3:07:20 PM,90,,,,,,,,,
  3:07:23 PM,90,,,,,,,,,
  3:07:24 PM,89,,,,,,,,,
  3:07:25 PM,89,,,,,,,,,
  3:07:28 PM,89,,,,,,,,,
  3:07:31 PM,89,,,,,,,,,
  3:07:33 PM,88,,,,,,,,,
  3:07:36 PM,88,,,,,,,,,
  3:07:39 PM,88,,,,,,,,,
  3:07:40 PM,89,,,,,,,,,
  3:07:43 PM,89,,,,,,,,,
  3:07:46 PM,89,,,,,,,,,
  3:07:49 PM,89,,,,,,,,,
  3:07:50 PM,92,,,,,,,,,
  3:07:53 PM,92,,,,,,,,,
  3:07:56 PM,92,,,,,,,,,
  3:07:59 PM,92,,,,,,,,,
  3:08:00 PM,93,,,,,,,,,
  3:08:03 PM,93,,,,,,,,,
  3:08:06 PM,93,,,,,,,,,
  3:08:09 PM,93,,,,,,,,,
  3:08:10 PM,93,,,,,,,,,
  3:08:13 PM,93,,,,,,,,,
  3:08:16 PM,93,,,,,,,,,
  3:08:19 PM,93,,,,,,,,,
  3:08:22 PM,93,,,,,,,,,
  3:08:25 PM,93,,,,,,,,,
  3:08:28 PM,93,,,,,,,,,
  3:08:30 PM,89,,,,,,,,,
  3:08:33 PM,89,,,,,,,,,
  3:08:40 PM,88,,,,,,,,,
  3:08:43 PM,88,,,,,,,,,
  3:08:46 PM,88,,,,,,,,,
  3:08:49 PM,88,,,,,,,,,
  3:08:50 PM,93,,,,,,,,,
  3:08:53 PM,93,,,,,,,,,
  3:08:56 PM,93,,,,,,,,,
  3:08:59 PM,93,,,,,,,,,
  3:09:00 PM,94,,,,,,,,,
  3:09:03 PM,94,,,,,,,,,
  3:09:06 PM,94,,,,,,,,,
  3:09:09 PM,94,,,,,,,,,
  3:09:10 PM,91,,,,,,,,,
  3:09:13 PM,91,,,,,,,,,
  3:09:16 PM,91,,,,,,,,,
  3:09:19 PM,91,,,,,,,,,
  3:09:22 PM,91,,,,,,,,,
  3:09:25 PM,91,,,,,,,,,
  3:09:28 PM,91,,,,,,,,,
  3:09:30 PM,93,,,,,,,,,
  3:09:33 PM,93,,,,,,,,,
  3:09:36 PM,93,,,,,,,,,
  3:09:39 PM,93,,,,,,,,,
  3:09:42 PM,93,,,,,,,,,
  3:09:45 PM,93,,,,,,,,,
  3:09:48 PM,93,,,,,,,,,
  3:09:50 PM,92,,,,,,,,,
  3:10:00 PM,92,,,,,,,,,
  3:10:03 PM,92,,,,,,,,,
  3:10:06 PM,92,,,,,,,,,
  3:10:09 PM,91,,,,,,,,,
  3:10:11 PM,90,,,,,,,,,
  3:10:14 PM,90,,,,,,,,,
  3:10:17 PM,90,,,,,,,,,
  3:10:18 PM,91,,,,,,,,,
  3:10:20 PM,92,,,,,,,,,
  3:10:23 PM,92,,,,,,,,,
  3:10:26 PM,92,,,,,,,,,
  3:10:29 PM,92,,,,,,,,,
  3:10:30 PM,93,,,,,,,,,
  3:10:33 PM,93,,,,,,,,,
  3:10:36 PM,93,,,,,,,,,
  3:10:39 PM,93,,,,,,,,,
  3:10:40 PM,92,,,,,,,,,
  3:10:43 PM,92,,,,,,,,,
  3:10:46 PM,92,,,,,,,,,
  3:10:49 PM,92,,,,,,,,,
  3:10:50 PM,90,,,,,,,,,
  3:10:53 PM,90,,,,,,,,,
  3:10:56 PM,90,,,,,,,,,
  3:10:59 PM,90,,,,,,,,,
  3:11:00 PM,92,,,,,,,,,
  3:11:03 PM,92,,,,,,,,,
  3:11:06 PM,91,,,,,,,,,
  3:11:07 PM,91,,,,,,,,,
  3:11:10 PM,91,,,,,,,,,
  3:11:13 PM,91,,,,,,,,,
  3:11:16 PM,91,,,,,,,,,
  3:11:19 PM,91,,,,,,,,,
  3:11:20 PM,93,,,,,,,,,
  3:11:23 PM,93,,,,,,,,,
  3:11:26 PM,93,,,,,,,,,
  3:11:29 PM,93,,,,,,,,,
  3:11:32 PM,93,,,,,,,,,
  3:11:35 PM,93,,,,,,,,,
  3:11:38 PM,93,,,,,,,,,
  3:11:40 PM,96,,,,,,,,,
  3:11:43 PM,96,,,,,,,,,
  3:11:46 PM,96,,,,,,,,,
  3:11:49 PM,96,,,,,,,,,
  3:11:50 PM,95,,,,,,,,,
  3:11:53 PM,95,,,,,,,,,
  3:11:56 PM,95,,,,,,,,,
  3:11:59 PM,95,,,,,,,,,
  3:12:00 PM,94,,,,,,,,,
  3:12:03 PM,94,,,,,,,,,
  3:12:06 PM,94,,,,,,,,,
  3:12:09 PM,94,,,,,,,,,
  3:12:10 PM,95,,,,,,,,,
  3:12:13 PM,95,,,,,,,,,
  3:12:16 PM,95,,,,,,,,,
  3:12:17 PM,94,,,,,,,,,
  3:12:20 PM,94,,,,,,,,,
  3:12:23 PM,94,,,,,,,,,
  3:12:26 PM,94,,,,,,,,,
  3:12:29 PM,94,,,,,,,,,
  3:12:32 PM,94,,,,,,,,,
  3:12:35 PM,94,,,,,,,,,
  3:12:38 PM,94,,,,,,,,,
  3:12:40 PM,91,,,,,,,,,
  3:12:43 PM,91,,,,,,,,,
  3:12:46 PM,91,,,,,,,,,
  3:12:49 PM,91,,,,,,,,,
  3:12:50 PM,90,,,,,,,,,
  3:12:53 PM,90,,,,,,,,,
  3:12:56 PM,90,,,,,,,,,
  3:12:59 PM,90,,,,,,,,,
  3:13:00 PM,89,,,,,,,,,
  3:13:03 PM,89,,,,,,,,,
  3:13:06 PM,89,,,,,,,,,
  3:13:09 PM,89,,,,,,,,,
  3:13:10 PM,88,,,,,,,,,
  3:13:13 PM,88,,,,,,,,,
  3:13:16 PM,88,,,,,,,,,
  3:13:19 PM,88,,,,,,,,,
  3:13:20 PM,90,,,,,,,,,
  3:13:23 PM,90,,,,,,,,,
  3:13:26 PM,90,,,,,,,,,
  3:13:30 PM,92,,,,,,,,,
  3:13:33 PM,92,,,,,,,,,
  3:13:36 PM,92,,,,,,,,,
  3:13:39 PM,92,,,,,,,,,
  3:13:40 PM,93,,,,,,,,,
  3:13:43 PM,93,,,,,,,,,
  3:13:46 PM,93,,,,,,,,,
  3:13:49 PM,93,,,,,,,,,
  3:13:50 PM,95,,,,,,,,,
  3:13:53 PM,95,,,,,,,,,
  3:13:56 PM,95,,,,,,,,,
  3:13:59 PM,95,,,,,,,,,
  3:14:00 PM,92,,,,,,,,,
  3:14:03 PM,92,,,,,,,,,
  3:14:06 PM,92,,,,,,,,,
  3:14:09 PM,92,,,,,,,,,
  3:14:10 PM,90,,,,,,,,,
  3:14:13 PM,90,,,,,,,,,
  3:14:16 PM,90,,,,,,,,,
  3:14:19 PM,90,,,,,,,,,
  3:14:20 PM,93,,,,,,,,,
  3:14:23 PM,93,,,,,,,,,
  3:14:26 PM,93,,,,,,,,,
  3:14:29 PM,93,,,,,,,,,
  3:14:30 PM,92,,,,,,,,,
  3:14:33 PM,92,,,,,,,,,
  3:14:36 PM,92,,,,,,,,,
  3:14:40 PM,91,,,,,,,,,
  3:14:43 PM,91,,,,,,,,,
  3:14:46 PM,91,,,,,,,,,
  3:14:49 PM,91,,,,,,,,,
  3:14:50 PM,89,,,,,,,,,
  3:14:53 PM,89,,,,,,,,,
  3:14:56 PM,89,,,,,,,,,
  3:14:59 PM,89,,,,,,,,,
