LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,LIGHT (lux),PROXIMITY (m),SOUND LEVEL (dB),YYYY-MO-DD HH-MI-SS_SSS
0.0029,0.0023,0.0055,42.5798,2,31.899,15:07:19:939
0.0334,9.00E-04,-0.0282,42.573,2,30.074,15:07:20:939
-0.0214,0.0036,-0.0207,42.5821,2,32.612,15:07:21:939
-0.0012,-0.005,-0.0248,42.5926,2,29.759,15:07:22:938
-0.01,-0.0248,-2.00E-04,41.5907,2,32.927,15:07:23:939
-7.00E-04,-0.0033,-0.0517,41.8345,2,32.059,15:07:24:939
-0.0258,0.0341,0.0226,41.8352,2,31.916,15:07:25:939
-0.0067,-0.0088,0.0435,41.4215,2,30.89,15:07:26:938
-6.00E-04,0.0281,-0.0721,42.4214,2,31.322,15:07:27:939
0.0232,0.0029,-0.003,42.4181,2,30.144,15:07:28:938
-0.034,0.0431,-0.0874,42.397,2,31.768,15:07:29:938
5.7085,-0.4057,-2.6834,121.4721,2,34.552,15:07:30:939
1.1654,-0.1903,0.993,5,2,29.79,15:07:31:938
-0.3697,0.2081,0.5174,5.4175,2,26.913,15:07:32:938
0.361,-3.00E-04,-0.2707,5.5724,2,24.107,15:07:33:938
0.1498,-0.2908,-1.2675,5.42,2,27.035,15:07:34:937
0.0495,0.0955,0.0017,5.42,2,23.613,15:07:35:938
-0.1278,-0.0146,0.0623,5.5723,2,23.227,15:07:36:938
0.1317,-0.0526,0.1134,5.5904,2,24.366,15:07:37:938
0.0113,-0.045,-0.0544,5.5681,2,22.002,15:07:38:938
-0.0142,-0.0266,-0.0685,6,2,24.994,15:07:39:937
-0.0995,-0.0149,-0.1752,5.5735,2,22.718,15:07:40:937
0.0329,0.0525,0.0372,6,2,21.323,15:07:41:942
-0.1497,-0.0259,0.9653,6,2,22.133,15:07:42:938
-0.0082,-0.0326,0.0991,5.5728,2,23.942,15:07:43:938
-0.7646,-0.8125,-0.5407,5.4309,2,24.823,15:07:44:937
0.2434,0.011,-0.1932,5.5692,2,25.754,15:07:45:938
-0.0743,0.0769,-0.2342,5.5692,2,23.303,15:07:46:938
-0.0423,0.0196,0.0251,5.5692,2,24.773,15:07:47:938
-0.023,0.0567,-0.1224,5.5692,2,23.046,15:07:48:938
-0.0307,0.0061,0.098,5.5692,2,23.615,15:07:49:938
-0.0292,0.0461,-0.1106,5.5692,2,22.822,15:07:50:937
-0.0987,0.0097,0.0267,5.5692,2,24.445,15:07:51:938
-0.0241,0.0158,0.1392,5.5692,2,25.02,15:07:52:938
-0.015,0.0665,-0.066,5.5692,2,25.365,15:07:53:937
0.0392,0.013,0.1037,5.5692,2,24.564,15:07:54:940
-0.2037,0.075,-0.0426,5.5692,2,22.915,15:07:55:939
-0.0467,-0.3903,-0.3657,5.5692,2,24.18,15:07:56:938
0.0229,0.2393,-0.1259,5.5692,2,24.372,15:07:57:938
-0.0503,0.057,0.0221,5.5692,2,25.17,15:07:58:937
-0.0088,-0.0215,0.1082,5.5692,2,22.5,15:07:59:938
-0.0233,-0.0024,-0.027,5.5692,2,24.63,15:08:00:937
-0.0428,9.00E-04,-0.065,5.5692,2,24.531,15:08:01:938
0.0038,0.0083,-0.0383,5.5692,2,23.461,15:08:02:938
-0.0915,0.0175,-0.0954,4.5722,2,24.068,15:08:03:938
0.2429,-0.1797,0.5242,4.4268,2,21.719,15:08:04:943
-0.0805,-0.1263,0.1601,3.572,2,21.633,15:08:05:938
0.0618,0.1001,0.4447,2.5732,2,23.154,15:08:06:938
0.0267,0.0856,0.2424,3,2,23.364,15:08:07:938
0.2815,0.0256,1.2085,4.5715,2,27.045,15:08:08:939
0.0619,-0.0502,-0.2117,3.573,2,23.425,15:08:09:937
-0.0648,-0.0803,-0.0306,3.573,2,22.405,15:08:10:938
-0.4466,-0.3068,0.6056,3.573,2,22.349,15:08:11:938
0.1937,0.0795,0.1368,5,2,24.949,15:08:12:938
0.0829,-0.0275,0.0075,5,2,22.787,15:08:13:938
-0.0336,-0.0221,-0.0239,5,2,24.138,15:08:14:937
-0.0385,-0.0155,0.0727,5,2,24.538,15:08:15:941
-0.0197,-0.0759,0.0634,5,2,26.823,15:08:16:938
-0.3167,-0.0909,-1.6678,3.5734,2,26.482,15:08:17:938
0.0795,0.0847,-0.3679,3.4267,2,24.656,15:08:18:938
0.5237,-0.2143,-0.0687,4.4273,2,23.419,15:08:19:938
-0.2876,-0.8808,0.2845,4.4273,2,25.601,15:08:20:938
-0.159,0.0928,0.1166,4.4273,2,23.836,15:08:21:938
-0.0358,-0.0187,0.2533,4.4273,2,23.272,15:08:22:938
-0.061,-0.0316,0.0249,4.4273,2,26.963,15:08:23:938
0.0399,-0.0052,0.1086,4.4273,2,22.375,15:08:24:938
2.5978,-0.4349,-0.8082,4.4273,2,25.884,15:08:25:938
-0.058,-0.0974,0.2064,4.4273,2,23.35,15:08:26:938
-0.0569,-0.0775,0.1287,4.4273,2,22.051,15:08:27:938
1.0347,-0.0629,-0.3813,4.4273,2,23.864,15:08:28:938
-0.024,-0.0403,-0.011,4.4273,2,22.337,15:08:29:938
-0.0372,-0.0497,-0.0135,4.4273,2,23.688,15:08:30:938
0.4723,0.1969,-0.6021,4.4273,2,23.987,15:08:31:938
-1.4157,-0.2215,0.577,4.4273,2,22.652,15:08:32:938
-0.1021,0.0195,-0.0359,4.4273,2,22.12,15:08:33:937
-0.4256,0.3506,0.0522,4.4273,2,24.677,15:08:34:937
-0.2023,0.1226,0.3129,4.4273,2,28.004,15:08:35:938
-0.1877,0.1354,0.1304,4.4273,2,23.976,15:08:36:938
-0.1697,0.0566,-0.0363,4.4273,2,23.772,15:08:37:937
3.6611,1.0276,-0.2958,4.4273,2,30.926,15:08:38:937
-0.1222,-0.0043,-0.0234,4.4273,2,24.941,15:08:39:937
-0.1098,-0.0494,0.0638,4.4273,2,22.484,15:08:40:938
-0.0548,-0.0367,0.1057,4.4273,2,24.15,15:08:41:938
-0.0862,-0.0529,0.0781,4.4273,2,23.846,15:08:42:938
-0.0153,0.0092,-0.1421,4.4273,2,24.036,15:08:43:938
-0.0415,-0.0037,0.0517,4.4273,2,24.718,15:08:44:938
-0.0377,-0.0498,-0.0416,4.4273,2,23.077,15:08:45:938
-0.0084,-0.0325,-0.0934,4.4273,2,23.648,15:08:46:938
-0.0249,-0.0197,-0.0687,4.4273,2,25.165,15:08:47:938
-0.0118,-0.0024,-0.133,4.4273,2,22.81,15:08:48:938
-0.0232,-0.0292,0.159,4.4273,2,24.157,15:08:49:938
-0.0462,0.0473,-0.0425,4.4273,2,23.748,15:08:50:938
-0.0323,0.0025,-0.0956,4.4273,2,24.186,15:08:51:938
-0.0543,0.0012,-0.1129,4.4273,2,23.641,15:08:52:938
-0.0627,-0.0402,-0.1058,4.4273,2,24.843,15:08:53:938
-0.0498,0.0021,-0.099,4.4273,2,24.88,15:08:54:938
-0.0153,-0.0188,-0.0198,4.4273,2,23.469,15:08:55:938
-0.0594,-0.0482,0.029,4.4273,2,23.339,15:08:56:938
-0.0525,-0.0319,0.1185,4.4273,2,23.268,15:08:57:938
-0.046,-0.0056,-0.0964,4.4273,2,26.226,15:08:58:938
-0.0499,-0.0115,-0.0646,4.4273,2,21.6,15:08:59:938
-0.0292,-0.0032,0.0367,4.4273,2,22.008,15:09:00:938
0.0117,0.0257,-0.1795,4.4273,2,22.263,15:09:01:938
-0.0545,0.0093,-0.064,4.4273,2,22.653,15:09:02:938
-0.0647,0.0076,-0.0425,4.4273,2,22.379,15:09:03:937
-0.0614,-0.0033,-0.0606,4.4273,2,22.554,15:09:04:937
-0.0376,-0.0052,-0.022,4.4273,2,23.247,15:09:05:937
-0.0331,-0.0284,0.0577,4.4273,2,20.779,15:09:06:938
-0.0353,0.0146,-0.0104,4.4273,2,24.861,15:09:07:938
-0.0173,-0.0304,0.0345,4.4273,2,22.953,15:09:08:938
-0.0315,-0.045,0.1162,4.4273,2,25.891,15:09:09:938
-0.0378,-0.0095,-0.0141,4.4273,2,26.336,15:09:10:938
-0.1051,-0.001,0.003,4.4273,2,28.435,15:09:11:938
-0.0743,-0.0267,0.1157,6.4129,2,28.599,15:09:12:938
-0.086,-0.0432,0.1075,6.4129,2,26.13,15:09:13:938
-0.0313,-0.0359,-0.0069,6.4129,2,24.242,15:09:14:940
-0.0766,0.0487,-0.0236,6.4129,2,24.792,15:09:15:938
-0.008,-0.0024,0.0359,6.4129,2,22.902,15:09:16:938
-0.0505,0.0113,-0.1184,6.4129,2,23.103,15:09:17:939
-0.0578,-0.0107,-0.025,6.4129,2,23.768,15:09:18:938
-0.0129,0.0082,0.0029,6.4129,2,23.146,15:09:19:940
-0.0254,-0.0188,-0.0417,6.4129,2,23.422,15:09:20:938
-0.0581,0,0.0998,6.4129,2,25.021,15:09:21:938
-0.0738,0.036,-0.0813,6.4129,2,25.329,15:09:22:940
-0.0069,-0.0073,-0.041,6.4129,2,22.376,15:09:23:939
-0.0647,-0.012,0.1635,6.4129,2,22.918,15:09:24:938
-0.0185,-0.0096,-0.0258,6.4129,2,22.837,15:09:25:939
-0.0484,0.0069,-0.0094,6.4129,2,22.524,15:09:26:938
0.0131,0.0113,-0.1021,6.4129,2,23.109,15:09:27:939
-0.0416,-0.0135,0.0941,6.4129,2,21.997,15:09:28:938
-0.0404,-0.0153,-0.2186,6.4129,2,23.321,15:09:29:940
-0.0428,0.0217,0.0584,6.4129,2,23.942,15:09:30:939
-0.0048,-0.0055,0.0072,6.5849,2,21.925,15:09:31:938
0.0129,0.0234,0.0421,7,2,23.267,15:09:32:938
-0.0261,0.0288,-0.0618,7,2,22.293,15:09:33:938
-0.0381,0.0125,0.1053,7,2,23.47,15:09:34:941
-0.0262,-0.0252,-0.0071,7,2,22.588,15:09:35:938
-0.0172,-0.072,-0.0453,6.4029,2,23.616,15:09:36:939
-0.1409,-0.4349,1.0609,9,2,25.065,15:09:37:939
-0.0474,-0.161,0.2544,5,2,24.982,15:09:38:938
-0.069,-0.0298,0.0895,5,2,25.299,15:09:39:937
-0.0097,0.0114,-0.0631,5.5733,2,27.021,15:09:40:938
-0.0093,-0.067,0.0889,5.5733,2,27.691,15:09:41:937
-0.0041,-0.0429,0.3002,5.5733,2,25.786,15:09:42:938
-0.145,0.0019,0.3202,5.5733,2,25.107,15:09:43:938
-0.0549,-0.039,-0.0067,5.5733,2,23.663,15:09:44:938
-0.0283,-0.0181,0.0839,5.5733,2,26.425,15:09:45:937
-0.0774,-0.0124,0.0944,5.5733,2,25.503,15:09:46:938
0.0072,-0.0186,0.1235,5.5733,2,23.999,15:09:47:939
0.0952,0.0194,-0.037,5.5733,2,24.293,15:09:48:937
0.05,0.0207,-0.0664,5.5733,2,25.325,15:09:49:938
-0.0475,0.0382,0.0215,5.5733,2,23.957,15:09:50:937
-0.0599,0.0158,-0.0251,5.5733,2,25.008,15:09:51:937
-0.0542,0.0206,-0.0197,5.5733,2,25.035,15:09:52:937
-0.1586,0.2667,0.2955,5.5733,2,24.197,15:09:53:937
0.174,0.1211,1.0485,7.4581,0,26.118,15:09:54:938
-0.1716,-0.2425,-0.1624,4,2,22.971,15:09:55:938
0.032,0.2235,-0.1555,4.4235,2,22.964,15:09:56:938
0.0805,-0.0271,0.2224,6.716,2,22.351,15:09:57:937
-0.0854,-0.0829,-0.2395,6.716,2,23.995,15:09:58:938
-0.0778,0.0137,0.0056,6.716,2,23.925,15:09:59:938
0.027,0.0027,0.0327,6.716,2,22.626,15:10:00:938
-0.0714,0.0125,-0.1006,6.716,2,22.932,15:10:01:938
-0.0389,-0.0618,-0.2032,6.716,2,21.988,15:10:02:937
-0.0742,-0.0028,0.0466,6.716,2,24.526,15:10:03:937
-0.0664,-0.0416,-0.0067,6.716,2,26.67,15:10:04:939
3.00E-04,-0.0699,-0.0297,6.716,2,24.444,15:10:05:937
-0.2497,-0.0488,-0.5091,5.854,2,26.801,15:10:06:938
-0.432,-0.2279,-0.0844,5,2,28.566,15:10:07:938
-0.7201,-0.2085,0.4417,5,2,37.048,15:10:08:938
-0.8647,-1.1134,-0.5252,6,2,27.808,15:10:09:938
-0.0428,-0.0905,0.0958,6.5674,2,24.227,15:10:10:938
-1.3613,0.0269,1.6193,8.4315,2,35.57,15:10:11:937
-1.2495,-0.2997,-0.6249,11.2935,2,34.313,15:10:12:938
-3.4258,0.0693,0.6768,6,2,59.83,15:10:13:938
1.0291,0.5969,-0.7155,44.0795,2,26.129,15:10:14:937
0.8747,0.2244,0.3926,50.8628,2,38.324,15:10:15:938
-0.0172,0.0161,-0.1101,50.8607,2,27.156,15:10:16:938
0.0299,0.0102,0.0045,49.862,2,30.864,15:10:17:938
-0.0351,-0.0221,0.0543,49.8103,2,27.598,15:10:18:938
-0.0391,-0.0011,0.0247,51,2,26.606,15:10:19:938
-0.0514,-0.0174,-0.0468,50.5723,2,28.76,15:10:20:938
-0.0392,-0.0135,-0.0283,49.8277,2,28.657,15:10:21:939
-0.0407,-0.0069,-0.0033,49.8333,2,28.746,15:10:22:940
-0.0268,0.0296,-0.0123,49.8315,2,28.313,15:10:23:938
-0.016,-0.0113,0.0128,50.5773,2,27.573,15:10:24:938
0.0319,0.004,0.0324,50.5773,2,27.694,15:10:25:939
0.0143,-0.009,0.0301,49.8207,2,27.684,15:10:26:939
0.0191,-0.0143,-0.0355,49.8445,2,28.533,15:10:27:938
0.016,-0.0075,-0.0015,49.7921,2,26.635,15:10:28:939
0.0147,0.0144,-0.0543,50.1682,2,26.559,15:10:29:939
0.0159,0.017,-0.0684,50.6023,2,27.368,15:10:30:939
-0.0105,-0.0187,0.0062,50.4149,2,26.568,15:10:31:938
0.007,-0.0048,-0.0235,50.1438,2,26.556,15:10:32:938
0.0243,0.0281,0.0063,50.1641,2,27.386,15:10:33:939
0.0023,0.0206,-0.0475,50.5818,2,27.691,15:10:34:940
0.0199,0.0504,-0.0207,50,2,27.82,15:10:35:938
0.0071,0.0174,-0.0147,50.4085,2,28.783,15:10:36:939
0.0485,0.0198,0.0074,49.8181,2,26.338,15:10:37:938
0.037,-0.0078,0.0243,50.418,2,26.206,15:10:38:938
0.0531,-0.0383,-0.048,49.5937,2,27.079,15:10:39:939
0.0483,0.0231,0.0409,49.8335,2,28.372,15:10:40:940
0.0203,0.0181,-0.0114,49.7882,2,27.703,15:10:41:939
0.0381,0.0047,-0.0637,50,2,25.989,15:10:42:939
0.0557,-2.00E-04,-0.0492,50,2,28.117,15:10:43:939
0.0212,0.0454,-0.0333,49,2,27.33,15:10:44:939
0.0295,-0.0336,-0.025,49.8349,2,26.749,15:10:45:940
0.0265,0.0242,-0.0082,50,2,28.054,15:10:46:938
0.0265,0.0157,-0.0651,49.824,2,25.974,15:10:47:939
0.0289,-0.025,0.0574,49.4155,2,27.076,15:10:48:938
0.0529,0.0233,0.0062,49,2,25.213,15:10:49:938
0.0209,0.0204,0.0046,49.8359,2,28.021,15:10:50:942
0.0213,0.0189,-0.0233,49.8329,2,25.136,15:10:51:939
0.0396,0.0393,0.0018,49.4234,2,26.095,15:10:52:940
0.0429,0.0275,-0.0201,49.8312,2,26.447,15:10:53:939
0.0359,0.0108,-0.0137,49.8229,2,27.477,15:10:54:938
0.0274,-0.0232,0.0346,50.5905,2,26.347,15:10:55:940
0.0502,0.0191,0.0312,50.3987,2,27.282,15:10:56:940
0.0615,7.00E-04,0.0969,50.4169,2,25.695,15:10:57:939
0.0235,-0.007,0.0043,50.5855,2,26.376,15:10:58:938
0.0599,0.013,-0.0069,50.5829,2,26.013,15:10:59:939
0.0384,0.0088,-0.0481,50.1462,2,27.818,15:11:00:939
0.0752,-0.0163,-0.0307,50.1515,2,26.296,15:11:01:939
0.0522,0.0364,-0.0226,50.592,2,26.637,15:11:02:940
0.0406,-0.01,9.00E-04,50.166,2,27.965,15:11:03:938
0.0202,0.0219,-0.0084,50.1837,2,26.319,15:11:04:940
0.0239,0.0247,-0.0355,50.5811,2,27.923,15:11:05:938
0.0402,0.0266,0.0068,49.8326,2,27.973,15:11:06:939
0.0429,0.0523,0.0281,49.8192,2,29.405,15:11:07:938
0.0443,-0.0072,-0.0083,50.1942,2,28.449,15:11:08:938
0.0433,-2.00E-04,0.0101,50.1666,2,27.672,15:11:09:938
0.0424,0.0169,0.0072,50.1578,2,31.176,15:11:10:939
0.0447,-4.00E-04,-0.0303,50.5851,2,26.85,15:11:11:939
0.0361,0.0213,0.0076,50.4189,2,25.447,15:11:12:939
0.0226,0.0186,0.045,50.5897,2,25.81,15:11:13:942
0.0235,0.0041,0.0379,50.5984,2,25.825,15:11:14:938
0.0604,0.0051,-0.0129,50.1658,2,25.153,15:11:15:938
0.0449,0.0327,0.0074,50.5892,2,26.751,15:11:16:939
0.065,0.0168,-0.012,51,2,26.817,15:11:17:939
0.0249,0.0111,-0.0161,50.4018,2,24.172,15:11:18:939
0.0036,-0.0112,-0.0316,49.8315,2,24.838,15:11:19:940
0.0677,0.0216,0.0383,50.4125,2,26.262,15:11:20:939
0.0243,0.0052,0.0371,49.8092,2,24.247,15:11:21:939
0.0498,0.0156,-0.0147,50.584,2,25.291,15:11:22:938
0.0209,0.0128,0.0422,50.4185,2,26.097,15:11:23:939
-0.0051,-0.0189,-0.0557,49.8326,2,25.747,15:11:24:939
0.0085,-5.00E-04,0.0498,50.4147,2,25.306,15:11:25:939
0,-0.0103,0.0355,49.7911,2,27.174,15:11:26:939
0.0175,0.0123,0.0408,49,2,27.091,15:11:27:939
0.0116,-0.0315,-0.0283,50.4238,2,27.011,15:11:28:938
-0.0047,0.004,0.0361,50,2,27.12,15:11:29:940
-0.0025,0.0145,0.0682,49.8146,2,25.993,15:11:30:939
0.0042,-0.0084,0.0369,49.8301,2,26.62,15:11:31:938
0.029,-0.0221,-0.0773,49.8232,2,27.013,15:11:32:939
-0.013,0.0101,-0.014,49.7961,2,27.507,15:11:33:938
0.0062,-0.0258,0.0731,50,2,26.358,15:11:34:939
-0.0318,0.013,-0.0129,49.8297,2,26.334,15:11:35:941
-9.00E-04,-0.0066,-0.0069,50.4192,2,27.802,15:11:36:939
-0.0147,0.0012,0.0319,49,2,26.151,15:11:37:938
-0.0263,0.0304,-0.0065,50.4162,2,26.864,15:11:38:939
0.0127,0.0155,-0.0562,50.4143,2,26.965,15:11:39:939
-0.0042,-9.00E-04,-0.0101,50.4159,2,26.637,15:11:40:939
0.0233,0.0357,-0.0507,49.8328,2,25.89,15:11:41:939
-0.0342,-0.0471,0.0223,50,2,24.979,15:11:42:939
-0.0051,0.0011,-0.0225,49.8349,2,25.755,15:11:43:938
-0.0491,0.0088,0.0265,49,2,24.899,15:11:44:940
0.0459,0.0432,0.0409,50,2,25.938,15:11:45:939
6.00E-04,-0.0222,0.0299,49.8357,2,26.028,15:11:46:939
0.0159,-0.0121,-0.0289,50,2,27.094,15:11:47:938
-0.0048,0.0443,0.0217,49.8223,2,29.848,15:11:48:938
0.0014,0.0014,-0.0279,49.8379,2,25.227,15:11:49:939
0.0448,-0.0221,-0.0456,49.8324,2,25.703,15:11:50:940
-0.0152,0.0114,0.0521,49.8198,2,25.492,15:11:51:938
-0.0073,0.003,0.0442,50,2,26.248,15:11:52:939
0.0241,-0.0125,-0.0209,50.1879,2,27.367,15:11:53:939
-0.0129,0.0325,-0.0211,50.5876,2,25.63,15:11:54:938
-0.0337,-0.0182,-0.0201,50.1676,2,26.107,15:11:55:940
-0.0173,0.0408,0.0639,50.5859,2,26.631,15:11:56:938
-0.0153,0.0222,-0.0085,50.2031,2,25.251,15:11:57:939
-1.00E-04,0.0473,-0.0015,50.5759,2,24.998,15:11:58:939
0.014,-0.008,-0.0049,50.4169,2,26.626,15:11:59:941
-0.0013,-0.0109,0.0397,50.1894,2,25.474,15:12:00:939
0.008,-0.026,0.0212,50.4203,2,26.268,15:12:01:938
-0.0076,0.0041,-0.0047,50.1554,2,24.273,15:12:02:939
-0.0156,0.0419,0.0053,50.4056,2,25.839,15:12:03:939
0.0058,0.0258,-0.0015,51,2,27.149,15:12:04:940
-0.0031,-0.0077,0.0195,50.4133,2,27.198,15:12:05:939
0.0112,-0.0384,-0.0247,49.8178,2,26.584,15:12:06:938
-0.0212,0.0144,-9.00E-04,50.4092,2,27.181,15:12:07:940
0.0013,-0.02,-0.0142,49.8342,2,26.56,15:12:08:942
-0.0021,-0.0539,-0.0571,50.1771,2,27.731,15:12:09:939
0.0166,0.0067,-0.0192,50.5829,2,25.316,15:12:10:939
-0.0123,-1.00E-04,0.0271,50.1712,2,24.179,15:12:11:938
-0.0064,4.00E-04,0.0071,50.585,2,34.489,15:12:12:940
0.0301,0.0209,0.0077,51,2,27.132,15:12:13:938
0.0109,0.014,0.0026,50.4154,2,25.168,15:12:14:938
0.0118,0.0345,-0.0152,50.5863,2,26.491,15:12:15:939
-0.01,-0.0285,-0.0224,50.5792,2,24.49,15:12:16:940
-0.0075,0.0159,0.0774,50.5841,2,24.818,15:12:17:938
0.0091,-0.0481,-0.0168,50,2,26.137,15:12:18:938
0.0055,-0.0135,0.0128,49.8308,2,24.758,15:12:19:939
0.0124,0.0077,-0.0372,50.3992,2,25.759,15:12:20:939
0.0106,0.0165,0.0577,49.8064,2,26.121,15:12:21:938
-0.0167,0.0221,0.0087,50.4173,2,24.401,15:12:22:939
0.0081,0.0048,-0.0056,50.4047,2,26.704,15:12:23:939
-0.0099,-0.0152,-0.0578,50.408,2,26.253,15:12:24:939
0.0119,0.0129,-0.0205,50.1644,2,25.749,15:12:25:938
-0.0227,0.0029,-0.0188,50.408,2,26.183,15:12:26:938
-0.0201,-0.0325,-0.0119,51,2,25.504,15:12:27:938
-0.0103,-0.0152,0.0315,50.5798,2,24.038,15:12:28:939
0.0033,0.0118,-0.01,50.586,2,23.137,15:12:29:939
